candidate,slice,bucket_lo,bucket_hi,rows,avg_pred_home_prob,actual_home_win_rate,home_calibration_gap
shape_penalized_v1,all_neutral,0.3,0.4,343,0.35771853209584514,0.2857142857142857,0.07200424638155944
shape_penalized_v1,all_neutral,0.4,0.45,258,0.4255886499502862,0.35658914728682173,0.0689995026634645
shape_penalized_v1,all_neutral,0.45,0.55,778,0.5059333284670405,0.5012853470437018,0.004647981423338776
shape_penalized_v1,all_neutral,0.55,0.6,759,0.5755220859732395,0.6073781291172595,-0.03185604314402002
shape_penalized_v1,all_neutral,0.6,0.7,1358,0.6455877410996821,0.7083946980854198,-0.06280695698573768
shape_penalized_v1,all_neutral,0.7,0.8,363,0.7284999621144339,0.8898071625344353,-0.16130720042000135
shape_penalized_v1,all_neutral,0.8,0.9,7,0.8455833962985447,1.0,-0.15441660370145527
shape_penalized_v1,all_games,0.0,0.1,41,0.06862478480651611,0.14634146341463414,-0.07771667860811803
shape_penalized_v1,all_games,0.1,0.2,468,0.16711255654883692,0.11538461538461539,0.051727941164221525
shape_penalized_v1,all_games,0.2,0.3,1465,0.2563715804457258,0.20409556313993174,0.05227601730579404
shape_penalized_v1,all_games,0.3,0.4,2456,0.3539325038899428,0.2903094462540717,0.06362305763587112
shape_penalized_v1,all_games,0.4,0.45,1723,0.42571333059376226,0.3778293673824724,0.04788396321128985
shape_penalized_v1,all_games,0.45,0.55,4680,0.5035467331098695,0.4985042735042735,0.005042459605596017
shape_penalized_v1,all_games,0.55,0.6,3209,0.5757107438978728,0.5836709255219694,-0.007960181624096618
shape_penalized_v1,all_games,0.6,0.7,7215,0.6504535592849768,0.6809424809424809,-0.030488921657504053
shape_penalized_v1,all_games,0.7,0.8,5213,0.7457791699138365,0.8012660656052177,-0.05548689569138121
shape_penalized_v1,all_games,0.8,0.9,4044,0.8495761836730644,0.880811078140455,-0.031234894467390584
shape_penalized_v1,all_games,0.9,1.0,6043,0.9670813275788096,0.9597881846764852,0.007293142902324412
