candidate,slice,bucket_lo,bucket_hi,rows,avg_pred_home_prob,actual_home_win_rate,home_calibration_gap
tapered_context_75_v1,ncaa_tournament_neutral,0.4,0.45,17,0.43196187124532814,0.35294117647058826,0.07902069477473989
tapered_context_75_v1,ncaa_tournament_neutral,0.45,0.55,61,0.5070972598967005,0.4918032786885246,0.015293981208175933
tapered_context_75_v1,ncaa_tournament_neutral,0.55,0.6,47,0.5752051219027093,0.5531914893617021,0.02201363254100719
tapered_context_75_v1,ncaa_tournament_neutral,0.6,0.7,80,0.6511018447577953,0.775,-0.12389815524220471
tapered_context_75_v1,ncaa_tournament_neutral,0.7,0.8,55,0.7499648874456232,0.7454545454545455,0.004510341991077693
tapered_context_75_v1,ncaa_tournament_neutral,0.8,0.9,66,0.845220601016825,0.9090909090909091,-0.06387030807408411
tapered_context_75_v1,ncaa_tournament_neutral,0.9,1.0,4,0.9187076836824417,1.0,-0.08129231631755829
tapered_context_75_v1,conference_tournament_neutral,0.1,0.2,4,0.1629237998276949,0.75,-0.5870762001723051
tapered_context_75_v1,conference_tournament_neutral,0.2,0.3,8,0.25228902138769627,0.375,-0.12271097861230373
tapered_context_75_v1,conference_tournament_neutral,0.3,0.4,60,0.362690694630146,0.38333333333333336,-0.020642638703187333
tapered_context_75_v1,conference_tournament_neutral,0.4,0.45,89,0.4240608185194851,0.3595505617977528,0.06451025672173233
tapered_context_75_v1,conference_tournament_neutral,0.45,0.55,222,0.503935769200325,0.46396396396396394,0.03997180523636107
tapered_context_75_v1,conference_tournament_neutral,0.55,0.6,177,0.5776929579212167,0.615819209039548,-0.038126251118331345
tapered_context_75_v1,conference_tournament_neutral,0.6,0.7,428,0.6457754306704084,0.719626168224299,-0.0738507375538906
tapered_context_75_v1,conference_tournament_neutral,0.7,0.8,329,0.7477833090582154,0.8753799392097265,-0.12759663015151101
tapered_context_75_v1,conference_tournament_neutral,0.8,0.9,62,0.8267133639704797,0.8870967741935484,-0.0603834102230687
tapered_context_75_v1,conference_tournament_neutral,0.9,1.0,1,0.9042416214942932,1.0,-0.09575837850570679
tapered_context_75_v1,all_neutral,0.0,0.1,17,0.06939966626027051,0.058823529411764705,0.010576136848505807
tapered_context_75_v1,all_neutral,0.1,0.2,55,0.16027646538886156,0.23636363636363636,-0.0760871709747748
tapered_context_75_v1,all_neutral,0.2,0.3,151,0.2600337813626851,0.2185430463576159,0.041490735005069224
tapered_context_75_v1,all_neutral,0.3,0.4,538,0.3578597493885175,0.31226765799256506,0.04559209139595244
tapered_context_75_v1,all_neutral,0.4,0.45,404,0.4247684044265511,0.43316831683168316,-0.008399912405132048
