label,key,sigma,active_mu_display,internal_mu_display,cap14_active_prob,current_active_market_v1__active_prob,current_active_market_v1__display_avg_prob,tapered_context_85_v1__active_prob,tapered_context_85_v1__display_avg_prob,tapered_context_75_v1__active_prob,tapered_context_75_v1__display_avg_prob,bounded_anchor_v1__active_prob,bounded_anchor_v1__display_avg_prob,reduced_context_v1__active_prob,reduced_context_v1__display_avg_prob,shape_penalized_v1__active_prob,shape_penalized_v1__display_avg_prob
Louisville vs South Florida,150::271,11.549500459211076,5.792139530181885,5.259450435638428,0.69199234251377,0.7542394746370091,0.7463184482331988,0.7363882616485047,0.7282172630515704,0.7240349432765214,0.7157097004672848,0.5832569512692567,0.5766624947897957,0.6220214427106814,0.6175321496257857,0.6165364141687172,0.611936068104014
UCLA vs UCF,312::313,12.438680179158366,3.4104645252227783,3.470478057861328,0.6080276914542628,0.6780604048993291,0.6791054509986141,0.658305530257691,0.6593686000042309,0.6448182064222774,0.6458912360062721,0.524376985710796,0.5251512199736748,0.5843558874032936,0.5849276626999983,0.5746357499275734,0.5751962341089893
UConn vs UCF,312::314,12.504273995598075,6.627951622009277,6.182490348815918,0.701963064159961,0.7789309001782436,0.7726725954304674,0.7619929603863377,0.755496855448724,0.7502158396526112,0.7435691823555116,0.6061429096830243,0.6006075408152056,0.6446372182413727,0.6405877941500921,0.6335379799600187,0.6295541793850934
Michigan State vs UCF,169::312,12.491555869000821,6.967138290405273,8.861538887023926,0.7114917071764503,0.7881205170457583,0.8112277944169788,0.7715560095315579,0.7957681448758177,0.7600173721275125,0.7849497604238687,0.6144697536490277,0.6371307323119708,0.6506390793672723,0.6672173990688066,0.6395225566385881,0.6558988189910244
